character,event_summary,book,paragraph_num
Harry,Snape handed Dumbledore a small glass bottle of completely clear liquid: the Veritaserum with which he had threatened Harry in class.,04 Harry Potter And The Goblet Of Fire,4742
Crouch,But Crouch took another deep breath and continued in the same flat voice.,04 Harry Potter And The Goblet Of Fire,4748
Dumbledore,"“Tell me about the Quidditch World Cup,” said Dumbledore.",04 Harry Potter And The Goblet Of Fire,4758
Winky,My father led me and Winky up to the Top Box early in the day.,04 Harry Potter And The Goblet Of Fire,4760
Dumbledore,"“So you took the wand,” said Dumbledore, “and what did you do with it?”",04 Harry Potter And The Goblet Of Fire,4763
Bertha,"My master conceived a plan, based upon the information Bertha had given him.",04 Harry Potter And The Goblet Of Fire,4769
Crouch,"The smile spread wider over Crouch's face, as though recalling the sweetest memory of his life.",04 Harry Potter And The Goblet Of Fire,4770
Dumbledore,“And what did Lord Voldemort ask you to do?” said Dumbledore.,04 Harry Potter And The Goblet Of Fire,4772
Voldemort,“And what did Lord Voldemort ask you to do?” said Dumbledore.,04 Harry Potter And The Goblet Of Fire,4772
Harry Potter,A servant who would guide Harry Potter through the Triwizard Tournament without appearing to do so.,04 Harry Potter And The Goblet Of Fire,4773
Harry Potter,A servant who would watch over Harry Potter.,04 Harry Potter And The Goblet Of Fire,4773
Arthur Weasley,I was ready to face Arthur Weasley when he arrived to sort out the Muggles who had heard a disturbance.,04 Harry Potter And The Goblet Of Fire,4775
Arthur Weasley,"I told Arthur Weasley I had heard intruders in my yard, who had set off the dustbins.",04 Harry Potter And The Goblet Of Fire,4775
Hogwarts,"Then I packed up Moody's clothes and Dark detectors, put them in the trunk with Moody, and set off for Hogwarts.",04 Harry Potter And The Goblet Of Fire,4775
Dumbledore,"To find out about his past, learn his habits, so that I could fool even Dumbledore.",04 Harry Potter And The Goblet Of Fire,4775
Dumbledore,“And what became of Wormtail after you attacked Moody?” said Dumbledore.,04 Harry Potter And The Goblet Of Fire,4776
Moody,“And what became of Wormtail after you attacked Moody?” said Dumbledore.,04 Harry Potter And The Goblet Of Fire,4776
Hogwarts,My master guessed that he was heading for Hogwarts.,04 Harry Potter And The Goblet Of Fire,4778
Harry Potter,I used the map I had taken from Harry Potter.,04 Harry Potter And The Goblet Of Fire,4779
Potter,"""Potter's map of Hogwarts.",04 Harry Potter And The Goblet Of Fire,4781
Hogwarts,"""Potter's map of Hogwarts.",04 Harry Potter And The Goblet Of Fire,4781
Potter,I took the map from Potter that night.,04 Harry Potter And The Goblet Of Fire,4781
Potter,I could not hurt Potter; my master needed him.,04 Harry Potter And The Goblet Of Fire,4782
Dumbledore,Potter ran to get Dumbledore.,04 Harry Potter And The Goblet Of Fire,4782
Madam Pomfrey,“Severus” - Dumbledore turned to Snape - “please tell Madam Pomfrey to come down here; we need to get Alastor Moody into the hospital wing.,04 Harry Potter And The Goblet Of Fire,4793
Alastor Moody,“Severus” - Dumbledore turned to Snape - “please tell Madam Pomfrey to come down here; we need to get Alastor Moody into the hospital wing.,04 Harry Potter And The Goblet Of Fire,4793
Crouch,He will undoubtedly want to question Crouch himself.,04 Harry Potter And The Goblet Of Fire,4793
Dumbledore,Dumbledore pushed it open.,04 Harry Potter And The Goblet Of Fire,4799
Harry,His hands shook as he helped Harry into a chair in front of the desk.,04 Harry Potter And The Goblet Of Fire,4801
Harry,"He sat down opposite Harry, behind his desk.",04 Harry Potter And The Goblet Of Fire,4805
Dumbledore,Dumbledore was going to question him.,04 Harry Potter And The Goblet Of Fire,4805
Harry,He was going to make Harry relive everything.,04 Harry Potter And The Goblet Of Fire,4805
Harry,"Harry felt a rush of gratitude toward Sirius, but Dumbledore took no notice of Sirius's words.",04 Harry Potter And The Goblet Of Fire,4808
Dumbledore,"Harry felt a rush of gratitude toward Sirius, but Dumbledore took no notice of Sirius's words.",04 Harry Potter And The Goblet Of Fire,4808
Harry,"Harry went on; he explained how Voldemort had emerged from the cauldron, and told them all he could remember of Voldemort's speech to the Death Eaters.",04 Harry Potter And The Goblet Of Fire,4817
Harry,"He looked interrogatively at Harry, and Harry nodded.",04 Harry Potter And The Goblet Of Fire,4827
Harry,"“An old man,” Harry said, his throat still constricted.",04 Harry Potter And The Goblet Of Fire,4832
Harry,"Very well, Harry, these echoes, these shadows…what did they do?”",04 Harry Potter And The Goblet Of Fire,4834
Harry,"He transformed back into the great black dog and walked with Harry and Dumbledore out of the office, accompanying them down a flight of stairs to the hospital wing.",04 Harry Potter And The Goblet Of Fire,4839
Dumbledore,"He transformed back into the great black dog and walked with Harry and Dumbledore out of the office, accompanying them down a flight of stairs to the hospital wing.",04 Harry Potter And The Goblet Of Fire,4839
Harry,Harry felt an inexpressible sense of gratitude to Dumbledore for asking the others not to question him.,04 Harry Potter And The Goblet Of Fire,4846
Dumbledore,Harry felt an inexpressible sense of gratitude to Dumbledore for asking the others not to question him.,04 Harry Potter And The Goblet Of Fire,4846
Harry,"“I will be back to see you as soon as I have met with Fudge, Harry,” said Dumbledore.",04 Harry Potter And The Goblet Of Fire,4847
Dumbledore,"“I will be back to see you as soon as I have met with Fudge, Harry,” said Dumbledore.",04 Harry Potter And The Goblet Of Fire,4847
Weasley,Mrs. Weasley's eyes filled with tears as she smoothed his bed-covers unnecessarily.,04 Harry Potter And The Goblet Of Fire,4850
Harry,Harry opened his eyes blearily.,04 Harry Potter And The Goblet Of Fire,4856
Dumbledore,“When Dumbledore finds out -”,04 Harry Potter And The Goblet Of Fire,4860
Fudge,"“When we told Mr. Fudge that we had caught the Death Eater responsible for tonight's events,” said Snape, in a low voice; he seemed to feel his personal safety was in question.",04 Harry Potter And The Goblet Of Fire,4869
Harry,"“My dear woman!” roared Fudge, who likewise looked angrier than Harry had ever seen him, “as Minister of Magic, it is my decision whether I wish to bring protection with me when interviewing a possibly dangerous -”",04 Harry Potter And The Goblet Of Fire,4871
Crouch,"“The moment that - that thing entered the room,” she screamed, pointing at Fudge, trembling all over, “it swooped down on Crouch and - and -”",04 Harry Potter And The Goblet Of Fire,4872
Harry,Harry felt a chill in his stomach as Professor McGonagall struggled to find words to describe what had happened.,04 Harry Potter And The Goblet Of Fire,4873
McGonagall,Harry felt a chill in his stomach as Professor McGonagall struggled to find words to describe what had happened.,04 Harry Potter And The Goblet Of Fire,4873
Harry,"“When Harry touched the Triwizard Cup tonight, he was transported straight to Voldemort,” said Dumbledore steadily.",04 Harry Potter And The Goblet Of Fire,4882
Dumbledore,"“When Harry touched the Triwizard Cup tonight, he was transported straight to Voldemort,” said Dumbledore steadily.",04 Harry Potter And The Goblet Of Fire,4882
Crouch,"“I heard Crouch's confession, and I heard Harry's account of what happened after he touched the Triwizard Cup; the two stories make sense, they explain everything that has happened since Bertha Jorkins disappeared last summer.”",04 Harry Potter And The Goblet Of Fire,4886
Harry,"“I heard Crouch's confession, and I heard Harry's account of what happened after he touched the Triwizard Cup; the two stories make sense, they explain everything that has happened since Bertha Jorkins disappeared last summer.”",04 Harry Potter And The Goblet Of Fire,4886
Bertha Jorkins,"“I heard Crouch's confession, and I heard Harry's account of what happened after he touched the Triwizard Cup; the two stories make sense, they explain everything that has happened since Bertha Jorkins disappeared last summer.”",04 Harry Potter And The Goblet Of Fire,4886
Voldemort,"“You are prepared to believe that Lord Voldemort has returned, on the word of a lunatic murderer, and a boy who…well…”",04 Harry Potter And The Goblet Of Fire,4888
Harry,“I assume that you are referring to the pains Harry has been experiencing in his scar?” said Dumbledore coolly.,04 Harry Potter And The Goblet Of Fire,4894
Dumbledore,“I assume that you are referring to the pains Harry has been experiencing in his scar?” said Dumbledore coolly.,04 Harry Potter And The Goblet Of Fire,4894
Malfoy,"“Malfoy was cleared!” said Fudge, visibly affronted.",04 Harry Potter And The Goblet Of Fire,4901
Dumbledore,"For heavens sake, Dumbledore - the boy was full of some crackpot story at the end of last year too - his tales are getting taller, and you're still swallowing them - the boy can talk to snakes.",04 Harry Potter And The Goblet Of Fire,4902
Dumbledore,"Dumbledore, and you still think he's trustworthy?”",04 Harry Potter And The Goblet Of Fire,4902
McGonagall,Professor McGonagall cried.,04 Harry Potter And The Goblet Of Fire,4903
Dumbledore,"“Voldemort has returned,” Dumbledore repeated.",04 Harry Potter And The Goblet Of Fire,4906
Dumbledore,"“The second step you must take - and at once,” Dumbledore pressed on, “is to send envoys to the giants.”",04 Harry Potter And The Goblet Of Fire,4910
Dumbledore,"Fudge gasped, shaking his head and retreating further from Dumbledore.",04 Harry Potter And The Goblet Of Fire,4913
Dumbledore,"“If the magical community got wind that I had approached the giants - people hate them, Dumbledore - end of my career -”",04 Harry Potter And The Goblet Of Fire,4913
Dumbledore,"“Now, see here, Dumbledore,” he said, waving a threatening finger.",04 Harry Potter And The Goblet Of Fire,4919
Cornelius,"If you are against him, then we remain, Cornelius, on the same side.”",04 Harry Potter And The Goblet Of Fire,4920
Death Eater,"When he touched the Mark of any Death Eater, we were to Disapparate, and Apparate, instantly, at his side.",04 Harry Potter And The Goblet Of Fire,4923
Disapparate,"When he touched the Mark of any Death Eater, we were to Disapparate, and Apparate, instantly, at his side.",04 Harry Potter And The Goblet Of Fire,4923
Mark,This Mark has been growing clearer all year.,04 Harry Potter And The Goblet Of Fire,4923
Karkaroff,Why do you think Karkaroff fled tonight?,04 Harry Potter And The Goblet Of Fire,4923
Dumbledore,"I will be in touch with you tomorrow, Dumbledore, to discuss the running of this school.",04 Harry Potter And The Goblet Of Fire,4924
