character,event_summary,book,paragraph_num,event_type,chapter_estimate
Harry,"Harry looked at it for a moment, then, to his horror, felt a lump rise in his throat.",Harry Potter And The Order Of The Phoenix,5590,unknown,56
Harry,"'Yeah, I'm fine,' said Harry gruffly.",Harry Potter And The Order Of The Phoenix,5591,unknown,56
Harry,"'Come on,' said Harry dully.",Harry Potter And The Order Of The Phoenix,5599,unknown,56
Umbridge,'With Umbridge policing the fires and reading all our mail?',Harry Potter And The Order Of The Phoenix,5599,unknown,56
Ginny,"'Oh damn,' whispered Ginny, jumping to her feet.",Harry Potter And The Order Of The Phoenix,5602,unknown,57
Harry,"And whipping out her wand, she caused Harry's books, bag and ink bottle to chase him and Ginny from the library, whacking them repeatedly over the head as they ran.",Harry Potter And The Order Of The Phoenix,5603,unknown,57
Ginny,"And whipping out her wand, she caused Harry's books, bag and ink bottle to chase him and Ginny from the library, whacking them repeatedly over the head as they ran.",Harry Potter And The Order Of The Phoenix,5603,unknown,57
Harry,"'You'd need more than a good sense of fun to liaise with my uncle,' said Harry darkly.",Harry Potter And The Order Of The Phoenix,5613,unknown,57
Arithmancy,"Then consider a position with Gringotts Wizarding Bank, who are currently recruiting Curse-Breakers for thrilling opportunities abroad… They want Arithmancy, though; you could do it, Hermione!'",Harry Potter And The Order Of The Phoenix,5613,unknown,57
Harry,"'And if we're going to be causing a bit of uproar, why not do it so that Harry can have his chat with Sirius?'",Harry Potter And The Order Of The Phoenix,5622,unknown,57
Ron,Ron had lowered his leaflet on jobs in the Cultivated Fungus Trade and was watching the conversation warily.,Harry Potter And The Order Of The Phoenix,5626,unknown,57
Alohomora,"So even if she's bewitched the door so Alohomora won't work, which I bet she has -'",Harry Potter And The Order Of The Phoenix,5628,unknown,57
Harry,Something caught Harry's attention: movement on the edge of the Forbidden Forest.,Harry Potter And The Order Of The Phoenix,5635,unknown,57
Harry,"With the prospect of forcing entry into Umbridge's office ahead, Harry had never expected the day to be a restful one, but he had not reckoned on Hermione's almost continual attempts to dissuade him from what he was planning to do at five o'clock.",Harry Potter And The Order Of The Phoenix,5637,unknown,57
Binns,"For the first time ever, she was at least as inattentive to Professor Binns in",Harry Potter And The Order Of The Phoenix,5637,unknown,57
Harry,"History of Magic as Harry and Ron were, keeping up a stream of whispered admonitions that Harry tried very hard to ignore.",Harry Potter And The Order Of The Phoenix,5638,unknown,57
Ron,"History of Magic as Harry and Ron were, keeping up a stream of whispered admonitions that Harry tried very hard to ignore.",Harry Potter And The Order Of The Phoenix,5638,unknown,57
Snuffles,"'… and if she does catch you there, apart from being expelled, she'll be able to guess you've been talking to Snuffles and this time I expect she'll force you to drink Veritaserum and answer her questions…'",Harry Potter And The Order Of The Phoenix,5639,unknown,57
Harry,"By the time they reached the dungeons, neither Harry nor Ron was speaking to Hermione.",Harry Potter And The Order Of The Phoenix,5641,unknown,57
Ron,"By the time they reached the dungeons, neither Harry nor Ron was speaking to Hermione.",Harry Potter And The Order Of The Phoenix,5641,unknown,57
Harry,"Snape, meanwhile, seemed to have decided to act as though Harry were invisible.",Harry Potter And The Order Of The Phoenix,5642,unknown,57
Harry,"Harry was, of course, well-used to this tactic, as it was one of Uncle Vernon's favourites, and on the whole was grateful he had to suffer nothing worse.",Harry Potter And The Order Of The Phoenix,5642,unknown,57
Uncle Vernon'S,"Harry was, of course, well-used to this tactic, as it was one of Uncle Vernon's favourites, and on the whole was grateful he had to suffer nothing worse.",Harry Potter And The Order Of The Phoenix,5642,unknown,57
Hermione,"'I'm sorry!' said Hermione, with her hands over her mouth.",Harry Potter And The Order Of The Phoenix,5646,unknown,57
Hermione,"When the bell rang, he hurried out of the dungeon without a backwards glance, and made sure that he found himself a seat between Neville and Seamus for lunch so that Hermione could not start nagging him again about using Umbridge's office.",Harry Potter And The Order Of The Phoenix,5647,unknown,57
Ron,"He was in such a bad mood by the time he got to Divination that he had quite forgotten his careers appointment with Professor McGonagall, remembering it only when Ron asked him why he wasn't in her office.",Harry Potter And The Order Of The Phoenix,5648,unknown,57
Mcgonagall,"He was in such a bad mood by the time he got to Divination that he had quite forgotten his careers appointment with Professor McGonagall, remembering it only when Ron asked him why he wasn't in her office.",Harry Potter And The Order Of The Phoenix,5648,unknown,57
Umbridge,"Professor Umbridge was sitting there, a clipboard on her knee, a fussy little pie-frill around her neck and a small, horribly smug smile on her face.",Harry Potter And The Order Of The Phoenix,5651,unknown,57
Harry,Harry sat down with his back to Umbridge and did his best to pretend he could not hear the scratching of her quill on her clipboard.,Harry Potter And The Order Of The Phoenix,5653,unknown,57
Potter,"'Well, Potter, this meeting is to talk over any career ideas you might have, and to help you decide which subjects you should continue into the sixth and seventh years,' said Professor McGonagall.",Harry Potter And The Order Of The Phoenix,5654,unknown,57
Mcgonagall,"'Well, Potter, this meeting is to talk over any career ideas you might have, and to help you decide which subjects you should continue into the sixth and seventh years,' said Professor McGonagall.",Harry Potter And The Order Of The Phoenix,5654,unknown,57
Hogwarts,'Have you had any thoughts about what you would like to do after you leave Hogwarts?',Harry Potter And The Order Of The Phoenix,5654,unknown,57
Harry,"'Well, I thought of, maybe, being an Auror,' Harry mumbled.",Harry Potter And The Order Of The Phoenix,5656,unknown,57
Mcgonagall,"'You'd need top grades for that,' said Professor McGonagall, extracting a small, dark leaflet from under the mass on her desk and opening it.",Harry Potter And The Order Of The Phoenix,5657,unknown,57
Potter,"It's a difficult career path, Potter, they only take the best.",Harry Potter And The Order Of The Phoenix,5657,unknown,57
Potter,"And I ought to tell you now, Potter, that I do not accept students into my NEWT classes unless they have achieved “Exceeds Expectations” or higher at Ordinary Wizarding Level.",Harry Potter And The Order Of The Phoenix,5663,unknown,57
Umbridge,"Professor McGonagall asked curtly, without looking at Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5665,unknown,57
Mcgonagall,"Professor McGonagall asked curtly, without looking at Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5665,unknown,57
Minerva,"'I just wondered whether I could make the teensiest interruption, Minerva?'",Harry Potter And The Order Of The Phoenix,5666,unknown,57
Mcgonagall,'Were you?' said Professor McGonagall haughtily.,Harry Potter And The Order Of The Phoenix,5669,unknown,57
Flitwick,"I see Professor Flitwick has graded you between “Acceptable” and “Exceeds Expectations” for the last two years, so your Charmwork seems satisfactory.",Harry Potter And The Order Of The Phoenix,5670,unknown,57
Umbridge,"'Oh, no need, thank you, Minerva; simpered Professor Umbridge, who had just coughed her loudest yet.",Harry Potter And The Order Of The Phoenix,5671,unknown,57
Minerva,"'Oh, no need, thank you, Minerva; simpered Professor Umbridge, who had just coughed her loudest yet.",Harry Potter And The Order Of The Phoenix,5671,unknown,57
Potter,"'Yes, as I was saying, Potter, Professor Lupin thought you showed a pronounced aptitude for the subject, and obviously for an Auror -'",Harry Potter And The Order Of The Phoenix,5673,unknown,57
Lupin,"'Yes, as I was saying, Potter, Professor Lupin thought you showed a pronounced aptitude for the subject, and obviously for an Auror -'",Harry Potter And The Order Of The Phoenix,5673,unknown,57
Mcgonagall,"'Of course I understood it,' said Professor McGonagall, her teeth clenched so tightly the words came out a little muffled.",Harry Potter And The Order Of The Phoenix,5675,unknown,57
Harry,"Professor McGonagall turned back to Harry, her thin nostrils flared, her eyes burning.",Harry Potter And The Order Of The Phoenix,5680,unknown,57
Mcgonagall,"Professor McGonagall turned back to Harry, her thin nostrils flared, her eyes burning.",Harry Potter And The Order Of The Phoenix,5680,unknown,57
Mcgonagall,"'Well, you'll need to demonstrate the ability to react well to pressure and so forth,' said Professor McGonagall, 'perseverance and dedication, because Auror training takes a further three years, not to mention very high skills in practical Defence.",Harry Potter And The Order Of The Phoenix,5682,unknown,57
Umbridge,"'I think you'll also find,' said Umbridge, her voice very cold now, 'that the Ministry looks into the records of those applying to be Aurors.",Harry Potter And The Order Of The Phoenix,5683,unknown,57
Hogwarts,"'- unless you're prepared to take even more exams after Hogwarts, you should really look at another -'",Harry Potter And The Order Of The Phoenix,5684,unknown,57
Mcgonagall,"'A very good chance, then,' said Professor McGonagall.",Harry Potter And The Order Of The Phoenix,5686,unknown,57
Umbridge,Professor Umbridge stood up.,Harry Potter And The Order Of The Phoenix,5689,unknown,57
Potter,'Potter has no chance whatsoever of becoming an Auror!',Harry Potter And The Order Of The Phoenix,5690,unknown,57
Umbridge,"Professor McGonagall got to her feet, too, and in her case this was a much more impressive move; she towered over Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5691,unknown,57
Mcgonagall,"Professor McGonagall got to her feet, too, and in her case this was a much more impressive move; she towered over Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5691,unknown,57
Harry Potter,The Minister for Magic will never employ Harry Potter!',Harry Potter And The Order Of The Phoenix,5693,unknown,57
Umbridge,"said Umbridge, her voice rising furiously.",Harry Potter And The Order Of The Phoenix,5693,unknown,57
Potter,There may well be a new Minister for Magic by the time Potter is ready to join!',Harry Potter And The Order Of The Phoenix,5694,unknown,57
Potter,"'Potter, that concludes our careers consultation.'",Harry Potter And The Order Of The Phoenix,5696,unknown,57
Harry,"Harry swung his bag over his shoulder and hurried out of the room, not daring to look at Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5697,unknown,57
Umbridge,"Harry swung his bag over his shoulder and hurried out of the room, not daring to look at Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5697,unknown,57
