character,event_summary,book,paragraph_num,event_type,chapter_estimate,entities_mentioned
Nicolas Flamel,"I told you I’d read the name somewhere before, I read it on the train coming here — listen to this: ‘Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon’s blood, and his work on alchemy with his partner, Nicolas Flamel’!”",Harry Potter And The Sorcerers Stone,1521,other,16,"Dumbledore, Grindelwald, Nicolas Flamel"
Nicolas Flamel,"There have been many reports of the Sorcerer’s Stone over the centuries, but the only Stone currently in existence belongs to Mr. Nicolas Flamel, the noted alchemist and opera lover.",Harry Potter And The Sorcerers Stone,1531,romantic,16,"the Sorcerer’s Stone, Stone, Nicolas Flamel"
Devon,"Mr. Flamel, who celebrated his six hundred and sixty-fifth birthday last year, enjoys a quiet life in Devon with his wife, Perenelle (six hundred and fifty-eight).",Harry Potter And The Sorcerers Stone,1531,other,16,"Flamel, Devon, Perenelle"
Flamel,"Mr. Flamel, who celebrated his six hundred and sixty-fifth birthday last year, enjoys a quiet life in Devon with his wife, Perenelle (six hundred and fifty-eight).",Harry Potter And The Sorcerers Stone,1531,other,16,"Flamel, Devon, Perenelle"
Perenelle,"Mr. Flamel, who celebrated his six hundred and sixty-fifth birthday last year, enjoys a quiet life in Devon with his wife, Perenelle (six hundred and fifty-eight).",Harry Potter And The Sorcerers Stone,1531,other,16,"Flamel, Devon, Perenelle"
Harry,"The next morning in Defense Against the Dark Arts, while copying down different ways of treating werewolf bites, Harry and Ron were still discussing what they’d do with a Sorcerer’s Stone if they had one.",Harry Potter And The Sorcerers Stone,1535,other,16,"Defense Against the Dark Arts, Harry, Ron, Sorcerer’s Stone"
Ron,"The next morning in Defense Against the Dark Arts, while copying down different ways of treating werewolf bites, Harry and Ron were still discussing what they’d do with a Sorcerer’s Stone if they had one.",Harry Potter And The Sorcerers Stone,1535,other,16,"Defense Against the Dark Arts, Harry, Ron, Sorcerer’s Stone"
Harry,"Harry didn’t know whether he was imagining it or not, but he seemed to keep running into Snape wherever he went.",Harry Potter And The Sorcerers Stone,1539,movement,16,Harry
Harry,"Potions lessons were turning into a sort of weekly torture, Snape was so horrible to Harry.",Harry Potter And The Sorcerers Stone,1539,magic,16,"Snape, Harry"
Harry,Harry didn’t see how he could — yet he sometimes had the horrible feeling that Snape could read minds.,Harry Potter And The Sorcerers Stone,1539,other,16,"Harry, Snape"
Harry,Harry hardly heard a word of Wood’s pep talk as he pulled on his Quidditch robes and picked up his Nimbus Two Thousand.,Harry Potter And The Sorcerers Stone,1540,other,16,"Harry, Wood, Nimbus Two Thousand"
Harry,"They’d gotten the idea from Malfoy using it on Neville, and were ready to use it on Snape if he showed any sign of wanting to hurt Harry.",Harry Potter And The Sorcerers Stone,1541,other,16,"Malfoy, Neville, Snape, Harry"
Malfoy,"They’d gotten the idea from Malfoy using it on Neville, and were ready to use it on Snape if he showed any sign of wanting to hurt Harry.",Harry Potter And The Sorcerers Stone,1541,other,16,"Malfoy, Neville, Snape, Harry"
Ron,"“Now, don’t forget, it’s Locomotor Mortis,” Hermione muttered as Ron slipped his wand up his sleeve.",Harry Potter And The Sorcerers Stone,1542,magic,16,"Mortis, Ron"
Mortis,"“Now, don’t forget, it’s Locomotor Mortis,” Hermione muttered as Ron slipped his wand up his sleeve.",Harry Potter And The Sorcerers Stone,1542,magic,16,"Mortis, Ron"
Potter,"“Don’t want to pressure you, Potter, but if we ever need an early capture of the Snitch it’s now.",Harry Potter And The Sorcerers Stone,1544,other,16,Potter
Dumbledore,There was simply no way that Snape would dare to try to hurt him if Dumbledore was watching.,Harry Potter And The Sorcerers Stone,1547,other,16,"Snape, Dumbledore"
Hermione,"“I’ve never seen Snape look so mean,” he told Hermione.",Harry Potter And The Sorcerers Stone,1549,other,16,Hermione
Potter,“Wonder how long Potter’s going to stay on his broom this time?,Harry Potter And The Sorcerers Stone,1551,other,16,Potter
Ron,"Before Malfoy knew what was happening, Ron was on top of him, wrestling him to the ground.",Harry Potter And The Sorcerers Stone,1560,other,16,"Malfoy, Ron"
Malfoy,"Before Malfoy knew what was happening, Ron was on top of him, wrestling him to the ground.",Harry Potter And The Sorcerers Stone,1560,other,16,"Malfoy, Ron"
Harry,"Harry left the locker room alone some time later, to take his Nimbus Two Thousand back to the broomshed.",Harry Potter And The Sorcerers Stone,1567,movement,16,"Harry, Nimbus Two Thousand"
Harry,Harry jumped back on his Nimbus Two Thousand and took off.,Harry Potter And The Sorcerers Stone,1570,other,16,"Harry, Nimbus Two Thousand"
Harry,Harry strained to catch what they were saying.,Harry Potter And The Sorcerers Stone,1573,other,16,Harry
Malfoy,"“And I gave Malfoy a black eye, and Neville tried to take on Crabbe and Goyle single-handed!",Harry Potter And The Sorcerers Stone,1582,other,16,"Malfoy, Neville, Crabbe and Goyle"
Harry,"Whenever Harry passed Quirrell these days he gave him an encouraging sort of smile, and Ron had started telling people off for laughing at Quirrell’s stutter.",Harry Potter And The Sorcerers Stone,1588,other,16,"Harry, Quirrell, Ron, Quirrell"
Ron,"Whenever Harry passed Quirrell these days he gave him an encouraging sort of smile, and Ron had started telling people off for laughing at Quirrell’s stutter.",Harry Potter And The Sorcerers Stone,1588,other,16,"Harry, Quirrell, Ron, Quirrell"
Nicolas Flamel,"“That’s not ages, that’s like a second to Nicolas Flamel.”",Harry Potter And The Sorcerers Stone,1590,other,16,Nicolas Flamel
Harry,"Moaning and yawning, Harry and Ron spent most of their free time in the library with her, trying to get through all their extra work.",Harry Potter And The Sorcerers Stone,1593,other,16,"Harry, Ron"
Ron,"Moaning and yawning, Harry and Ron spent most of their free time in the library with her, trying to get through all their extra work.",Harry Potter And The Sorcerers Stone,1593,other,16,"Harry, Ron"
Ron,"“I’ll never remember this,” Ron burst out one afternoon, throwing down his quill and looking longingly out of the library window.",Harry Potter And The Sorcerers Stone,1594,other,16,Ron
Jus,"“Jus’ lookin’,” he said, in a shifty voice that got their interest at once.",Harry Potter And The Sorcerers Stone,1597,dialogue,16,Jus
Ron,"“Oh, we found out who he is ages ago,” said Ron impressively.",Harry Potter And The Sorcerers Stone,1598,discovery,16,Ron
Harry,"“There are a few things we wanted to ask you, as a matter of fact,” said Harry, “about what’s guarding the Stone apart from Fluffy —”",Harry Potter And The Sorcerers Stone,1600,dialogue,17,"Harry, Stone, Fluffy"
Ron,"“I’m going to see what section he was in,” said Ron, who’d had enough of working.",Harry Potter And The Sorcerers Stone,1604,dialogue,17,Ron
Hebridean Blacks,“Common Welsh Green and Hebridean Blacks.,Harry Potter And The Sorcerers Stone,1609,other,17,Hebridean Blacks
Common Welsh Green,“Common Welsh Green and Hebridean Blacks.,Harry Potter And The Sorcerers Stone,1609,other,17,Hebridean Blacks
Gringotts,It was almost stolen outta Gringotts — I s’ppose yeh’ve worked that out an’ all?,Harry Potter And The Sorcerers Stone,1613,other,17,"Gringotts, yeh’ve"
Harry,"Hermione had now started making study schedules for Harry and Ron, too.",Harry Potter And The Sorcerers Stone,1632,other,17,"Hermione, Harry, Ron"
Ron,"Hermione had now started making study schedules for Harry and Ron, too.",Harry Potter And The Sorcerers Stone,1632,other,17,"Hermione, Harry, Ron"
Harry,Harry didn’t like the look on Malfoy’s face at all.,Harry Potter And The Sorcerers Stone,1637,other,17,"Harry, Malfoy"
Malfoy,Harry didn’t like the look on Malfoy’s face at all.,Harry Potter And The Sorcerers Stone,1637,other,17,"Harry, Malfoy"
Norbert,"“I’ve decided to call him Norbert,” said Hagrid, looking at the dragon with misty eyes.",Harry Potter And The Sorcerers Stone,1652,dialogue,17,"Norbert, Hagrid"
Dumbledore,Malfoy could go to Dumbledore at any moment.”,Harry Potter And The Sorcerers Stone,1654,other,17,"Malfoy, Dumbledore"
Malfoy,Malfoy could go to Dumbledore at any moment.”,Harry Potter And The Sorcerers Stone,1654,other,17,"Malfoy, Dumbledore"
Ron,"“You’re losing it, too,” said Ron.",Harry Potter And The Sorcerers Stone,1656,dialogue,17,Ron
Charlie,Charlie can take care of him and then put him back in the wild!”,Harry Potter And The Sorcerers Stone,1657,other,17,Charlie
Ridgeback,Could you get the Ridgeback up the tallest tower at midnight on Saturday?,Harry Potter And The Sorcerers Stone,1664,other,17,Ridgeback
Harry,"“We’ve got the invisibility cloak,” said Harry.",Harry Potter And The Sorcerers Stone,1665,dialogue,17,Harry
Malfoy,Anything to get rid of Norbert — and Malfoy.,Harry Potter And The Sorcerers Stone,1666,other,17,"Norbert, Malfoy"
Pomfrey,He didn’t know whether it was safe to go to Madam Pomfrey — would she recognize a dragon bite?,Harry Potter And The Sorcerers Stone,1667,other,17,Pomfrey
Pomfrey,Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me.,Harry Potter And The Sorcerers Stone,1669,other,17,"Malfoy, Pomfrey"
Malfoy,Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me.,Harry Potter And The Sorcerers Stone,1669,other,17,"Malfoy, Pomfrey"
Malfoy,"oh no — I’ve just remembered — Charlie’s letter was in that book Malfoy took, he’s going to know we’re getting rid of Norbert.”",Harry Potter And The Sorcerers Stone,1671,other,17,"Charlie, Malfoy, Norbert"
Charlie,"oh no — I’ve just remembered — Charlie’s letter was in that book Malfoy took, he’s going to know we’re getting rid of Norbert.”",Harry Potter And The Sorcerers Stone,1671,other,17,"Charlie, Malfoy, Norbert"
Ron,"Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep.",Harry Potter And The Sorcerers Stone,1672,movement,17,"Pomfrey, Ron"
Pomfrey,"Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep.",Harry Potter And The Sorcerers Stone,1672,movement,17,"Pomfrey, Ron"
Charlie,"“We haven’t got time to send Charlie another owl, and this could be our only chance to get rid of Norbert.",Harry Potter And The Sorcerers Stone,1673,other,17,"Charlie, Norbert"
Malfoy,"And we have got the invisibility cloak, Malfoy doesn’t know about that.”",Harry Potter And The Sorcerers Stone,1673,other,17,Malfoy
Norbert’S,“Norbert’s at a tricky stage — nothin’ I can’t handle.”,Harry Potter And The Sorcerers Stone,1675,other,17,Norbert’s
Norbert,"When they told him about Charlie’s letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg.",Harry Potter And The Sorcerers Stone,1676,emotional,17,"Charlie, Norbert"
Charlie,"When they told him about Charlie’s letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg.",Harry Potter And The Sorcerers Stone,1676,emotional,17,"Charlie, Norbert"
Norbert,Hagrid had Norbert packed and ready in a large crate.,Harry Potter And The Sorcerers Stone,1679,other,17,"Hagrid, Norbert"
Harry,"Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves.",Harry Potter And The Sorcerers Stone,1682,other,17,"Hagrid, Harry, Hermione"
Hermione,"Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves.",Harry Potter And The Sorcerers Stone,1682,other,17,"Hagrid, Harry, Hermione"
Norbert,Midnight ticked nearer as they heaved Norbert up the marble staircase in the entrance hall and along the dark corridors.,Harry Potter And The Sorcerers Stone,1683,movement,17,Norbert
Harry’S,"UP another staircase, then another – even one of Harry’s shortcuts didn’t make the work much easier.",Harry Potter And The Sorcerers Stone,1683,other,17,Harry’s
Harry Potter’S,Harry Potter’s coming — he’s got a dragon!”,Harry Potter And The Sorcerers Stone,1688,other,17,Harry Potter’s
Norbert,"Chuckling about Malfoy, they waited, Norbert thrashing about in his crate.",Harry Potter And The Sorcerers Stone,1691,other,17,"Malfoy, Norbert"
